,i,lambda0,lambda1,mu0,mu1,q01,q10,p,div0,div1
4714,4714,0.179499159,0.520720251,0.185938036,0.088576855,0.009203889,0.470406396,-3829.798259,-0.006438877,0.432143396
4715,4715,0.175554968,0.52161453,0.178972049,0.098392124,0.010651431,0.463413125,-3830.772964,-0.003417081,0.423222405
4716,4716,0.154738275,0.521954601,0.162822059,0.102728801,0.010223867,0.451477249,-3828.606132,-0.008083783,0.419225799
4717,4717,0.139728168,0.512892504,0.133459846,0.103277341,0.009472522,0.451607812,-3830.701955,0.006268322,0.409615163
4718,4718,0.118929494,0.512921486,0.137464009,0.089650355,0.00948467,0.456522585,-3829.476985,-0.018534515,0.423271131
4719,4719,0.1204034,0.515050054,0.130231288,0.093476372,0.009836476,0.469483778,-3830.253672,-0.009827888,0.421573683
4720,4720,0.125911215,0.521863453,0.134140056,0.082771131,0.009606807,0.472562805,-3828.390289,-0.008228841,0.439092322
4721,4721,0.131864931,0.529019798,0.141483085,0.087844958,0.009106427,0.464827616,-3829.661903,-0.009618155,0.44117484
4722,4722,0.133769227,0.508829915,0.136018926,0.067929165,0.009135514,0.477793076,-3828.61875,-0.002249699,0.44090075
4723,4723,0.133960548,0.511298136,0.149970737,0.067453624,0.00903792,0.478959154,-3828.682601,-0.016010189,0.443844512
4724,4724,0.146965234,0.513860465,0.147753501,0.070840033,0.009584784,0.474707382,-3829.293475,-0.000788267,0.443020432
4725,4725,0.141585777,0.500871996,0.146484811,0.057606574,0.009977069,0.476327611,-3828.035674,-0.004899033,0.443265422
4726,4726,0.142472326,0.49641805,0.142969856,0.060391007,0.01004373,0.472158407,-3828.274839,-0.000497529,0.436027043
4727,4727,0.145576828,0.487684915,0.141442185,0.054284656,0.008376458,0.457127187,-3828.872728,0.004134643,0.433400259
4728,4728,0.143126384,0.493826042,0.15234771,0.054444485,0.007360379,0.458825444,-3828.193947,-0.009221326,0.439381558
4729,4729,0.141567565,0.484378338,0.14922913,0.050475085,0.008679125,0.466884036,-3826.896837,-0.007661565,0.433903253
4730,4730,0.142345658,0.48707367,0.150868983,0.042067903,0.008048658,0.473334264,-3827.41431,-0.008523326,0.445005767
4731,4731,0.141885083,0.48631326,0.156016026,0.03707352,0.009051209,0.476294414,-3827.790291,-0.014130943,0.44923974
4732,4732,0.145942544,0.476303782,0.147970576,0.042062007,0.008653697,0.468758674,-3827.378493,-0.002028032,0.434241774
4733,4733,0.13548925,0.478303506,0.142121618,0.039064158,0.009081768,0.468301354,-3826.510463,-0.006632368,0.439239348
4734,4734,0.141143123,0.485034295,0.139246889,0.042856636,0.009804552,0.48371812,-3829.08845,0.001896234,0.442177659
4735,4735,0.123033947,0.497078759,0.131649357,0.040567879,0.007657188,0.473932772,-3829.608419,-0.008615409,0.45651088
4736,4736,0.120515377,0.49796552,0.12343299,0.052936703,0.008409133,0.4673115,-3828.702867,-0.002917612,0.445028818
4737,4737,0.121340774,0.485560739,0.131782431,0.037678385,0.007076039,0.467254396,-3829.452323,-0.010441657,0.447882355
4738,4738,0.12602493,0.491207194,0.133927382,0.041981519,0.009188463,0.481593325,-3827.388215,-0.007902452,0.449225675
4739,4739,0.133324657,0.486437872,0.148718362,0.030124611,0.008944158,0.488938236,-3827.711686,-0.015393705,0.456313261
4740,4740,0.134183056,0.485575953,0.138229411,0.031779038,0.0095737,0.492246542,-3827.694965,-0.004046356,0.453796915
4741,4741,0.128316804,0.490508811,0.139401088,0.043284293,0.009920022,0.491913487,-3828.050906,-0.011084284,0.447224518
4742,4742,0.134819343,0.489036735,0.142977234,0.036089291,0.010139078,0.494178574,-3827.482363,-0.008157891,0.452947444
4743,4743,0.134118692,0.486057971,0.142138031,0.033514401,0.009571428,0.489942573,-3827.206055,-0.008019339,0.452543571
4744,4744,0.124235286,0.485657191,0.13337593,0.03855318,0.011356867,0.504635313,-3829.566692,-0.009140644,0.447104011
4745,4745,0.12051732,0.495638661,0.135667906,0.026560842,0.01008115,0.506558041,-3828.475854,-0.015150585,0.469077819
4746,4746,0.116465069,0.489073867,0.132223853,0.003664526,0.008135213,0.50899878,-3830.061071,-0.015758784,0.485409341
4747,4747,0.126279704,0.495395374,0.136175439,0.018819703,0.008210407,0.489062076,-3831.976422,-0.009895735,0.476575671
4748,4748,0.136319042,0.462685458,0.146849537,0.005947663,0.008860985,0.491826777,-3826.717935,-0.010530495,0.456737795
4749,4749,0.141130185,0.469917248,0.154521631,0.013537052,0.010616336,0.497973378,-3827.595088,-0.013391446,0.456380196
4750,4750,0.141363653,0.469244536,0.156892232,0.017925256,0.010667844,0.484544881,-3828.790986,-0.015528579,0.45131928
4751,4751,0.142853972,0.470240902,0.145248095,0.038801823,0.011218727,0.480556683,-3828.620621,-0.002394122,0.431439079
4752,4752,0.132937357,0.465866033,0.135847837,0.023942165,0.011541196,0.479906465,-3829.018548,-0.00291048,0.441923868
4753,4753,0.124317646,0.44990759,0.128732907,0.023180987,0.009766418,0.476205215,-3829.561607,-0.004415261,0.426726603
4754,4754,0.121578098,0.476974637,0.136547629,0.025491916,0.008324673,0.484114441,-3828.362003,-0.014969531,0.451482721
4755,4755,0.122228442,0.474601439,0.126508471,0.013265189,0.007731455,0.47812306,-3828.582993,-0.004280029,0.46133625
4756,4756,0.126583524,0.461262813,0.138670536,0.012144568,0.009033987,0.471606985,-3827.264092,-0.012087012,0.449118245
4757,4757,0.134827271,0.446644319,0.143783358,0.001488659,0.008277775,0.468356748,-3825.823237,-0.008956087,0.44515566
4758,4758,0.135577495,0.438043688,0.144705791,0.000288505,0.009536841,0.470752057,-3825.956837,-0.009128296,0.437755183
4759,4759,0.135668468,0.437953384,0.144862988,0.001249608,0.009408657,0.473439283,-3826.272587,-0.00919452,0.436703777
4760,4760,0.143401205,0.437764645,0.158744318,0.001635178,0.009874138,0.472693261,-3827.470529,-0.015343113,0.436129467
4761,4761,0.147551928,0.439688272,0.14659232,0.005424258,0.009470335,0.46260188,-3827.542254,0.000959607,0.434264015
4762,4762,0.145180208,0.444431293,0.152349922,0.007767562,0.007210806,0.452990191,-3826.082708,-0.007169714,0.436663731
4763,4763,0.144557436,0.435519983,0.151357449,0.000383116,0.007732799,0.457756976,-3825.571158,-0.006800012,0.435136867
4764,4764,0.145106943,0.434810128,0.152879577,0.000320552,0.00878712,0.459535545,-3825.792291,-0.007772634,0.434489576
4765,4765,0.142869105,0.433991849,0.144322553,0.003312296,0.008806646,0.461131921,-3826.068668,-0.001453448,0.430679553
4766,4766,0.135152834,0.442443395,0.14508076,0.014703143,0.009023542,0.460399355,-3826.076467,-0.009927925,0.427740251
4767,4767,0.134113817,0.4437954,0.142217836,0.021462363,0.010086742,0.458986572,-3826.343416,-0.008104019,0.422333036
4768,4768,0.13761984,0.441687291,0.146625145,0.018249217,0.008988203,0.441818185,-3826.893207,-0.009005304,0.423438074
4769,4769,0.1392167,0.434896701,0.148837701,0.016512409,0.007644579,0.443496094,-3826.343423,-0.009621001,0.418384293
4770,4770,0.150773304,0.449629712,0.144003794,0.028772389,0.008031324,0.433040322,-3828.971651,0.00676951,0.420857323
4771,4771,0.146371969,0.44127979,0.149569086,0.027597588,0.008304677,0.433917133,-3825.571862,-0.003197117,0.413682202
4772,4772,0.143790003,0.442032491,0.142316219,0.02565683,0.008013288,0.424910588,-3827.387793,0.001473784,0.416375661
4773,4773,0.139084669,0.433216859,0.149579832,0.028927925,0.007871736,0.422474501,-3826.246247,-0.010495163,0.404288934
4774,4774,0.144324683,0.424062761,0.147998556,0.01697618,0.007106731,0.424558468,-3825.600121,-0.003673873,0.407086581
4775,4775,0.147253544,0.42327653,0.143910875,0.013969359,0.006848042,0.421772143,-3826.26328,0.00334267,0.409307172
4776,4776,0.142716842,0.424414436,0.143982182,0.011967407,0.007108642,0.429977057,-3825.614223,-0.00126534,0.412447029
4777,4777,0.128762246,0.434194631,0.1281689,0.01631433,0.007701057,0.444785968,-3826.843453,0.000593346,0.417880301
4778,4778,0.128937715,0.43783912,0.137346306,0.009685835,0.008507313,0.446281155,-3825.989109,-0.008408591,0.428153285
4779,4779,0.13538616,0.428235128,0.145835283,0.002153508,0.007122785,0.438465962,-3826.297458,-0.010449124,0.426081619
4780,4780,0.137383253,0.422498896,0.152178767,0.003864415,0.007631725,0.435908355,-3827.108961,-0.014795514,0.418634481
4781,4781,0.145405433,0.423375327,0.151668575,0.010900478,0.00810287,0.432224786,-3825.469913,-0.006263143,0.412474849
4782,4782,0.14533364,0.420657322,0.143518243,0.006475802,0.007372656,0.432587112,-3825.871683,0.001815397,0.414181519
4783,4783,0.13655316,0.425751117,0.13992276,0.009346672,0.007527527,0.431366198,-3825.175522,-0.0033696,0.416404444
4784,4784,0.132167045,0.429602636,0.135529068,0.007674185,0.008390632,0.435454978,-3826.070692,-0.003362023,0.421928451
4785,4785,0.128133776,0.414914515,0.129609942,0.003496124,0.009815341,0.440798053,-3826.153599,-0.001476166,0.411418391
4786,4786,0.119664461,0.414680526,0.123427504,0.004850365,0.00879462,0.443103808,-3826.936856,-0.003763043,0.409830161
4787,4787,0.117240177,0.43665052,0.11429196,0.019011276,0.008900664,0.454060397,-3828.163337,0.002948217,0.417639245
4788,4788,0.109318766,0.45801427,0.107756208,0.014886644,0.00879231,0.475945731,-3828.645588,0.001562558,0.443127626
4789,4789,0.103466632,0.46177792,0.121409984,0.017270834,0.009217609,0.468466158,-3829.07935,-0.017943351,0.444507086
4790,4790,0.12147864,0.464224976,0.121848771,0.019656582,0.009144013,0.453089696,-3831.093275,-0.000370131,0.444568394
4791,4791,0.117179926,0.432332564,0.113984282,0.021715354,0.010177549,0.453105208,-3828.419053,0.003195644,0.410617209
4792,4792,0.115612035,0.442759695,0.119024592,0.020706213,0.00899213,0.443449145,-3825.89255,-0.003412557,0.422053483
4793,4793,0.118856436,0.443655108,0.127908589,0.0346394,0.011547354,0.445212897,-3827.932024,-0.009052153,0.409015708
4794,4794,0.119976536,0.442702702,0.131672592,0.039376402,0.010672285,0.439407656,-3827.671349,-0.011696056,0.4033263
4795,4795,0.129147078,0.442656699,0.129743439,0.044224829,0.010509198,0.425796831,-3827.040299,-0.000596361,0.398431871
4796,4796,0.129068014,0.443745131,0.129069231,0.037980483,0.010220243,0.431791908,-3826.832358,-1.21643E-06,0.405764648
4797,4797,0.126006608,0.442315827,0.136691165,0.045578642,0.010244791,0.4308862,-3827.335024,-0.010684557,0.396737185
4798,4798,0.138116787,0.444693749,0.142696273,0.053001444,0.00851346,0.426023428,-3827.54144,-0.004579486,0.391692305
4799,4799,0.13933506,0.457347302,0.142596978,0.062726327,0.008902166,0.418419417,-3825.630885,-0.003261918,0.394620975
4800,4800,0.132498274,0.456459984,0.128084508,0.057647633,0.009914497,0.421898762,-3827.506107,0.004413766,0.398812351
4801,4801,0.124870159,0.442897342,0.130669237,0.044505761,0.007613781,0.419476771,-3826.292693,-0.005799077,0.398391581
4802,4802,0.137281507,0.454801468,0.139479483,0.040036719,0.006301891,0.426885004,-3827.625452,-0.002197975,0.414764748
4803,4803,0.13175316,0.456461334,0.136966642,0.042127812,0.008112181,0.43965061,-3825.87857,-0.005213481,0.414333522
4804,4804,0.135195102,0.453941691,0.134653887,0.033788251,0.006860948,0.426250261,-3827.218427,0.000541215,0.42015344
4805,4805,0.137746385,0.439921051,0.139194663,0.022593169,0.007493405,0.441806467,-3826.317233,-0.001448277,0.417327882
4806,4806,0.140002047,0.446722191,0.142841698,0.024139415,0.007852652,0.441479323,-3825.555341,-0.002839651,0.422582777
4807,4807,0.141406026,0.439497789,0.148826673,0.011170286,0.008264904,0.462223011,-3826.840537,-0.007420647,0.428327504
4808,4808,0.138500705,0.454294975,0.145370103,0.026718848,0.010878986,0.462818488,-3827.376789,-0.006869398,0.427576127
4809,4809,0.142214942,0.442864069,0.145708185,0.024921417,0.011937725,0.464274857,-3829.141384,-0.003493242,0.417942653
4810,4810,0.136677836,0.443981263,0.136369086,0.029901617,0.011347435,0.450065282,-3828.682555,0.000308751,0.414079646
4811,4811,0.123398502,0.444041482,0.131525969,0.026672782,0.0116293,0.464370576,-3828.039435,-0.008127467,0.4173687
4812,4812,0.12608714,0.44497509,0.130538578,0.025542896,0.009811827,0.459011638,-3826.682369,-0.004451438,0.419432194
4813,4813,0.123888578,0.4557842,0.135010169,0.034941509,0.011452239,0.465674347,-3827.810429,-0.011121591,0.420842691
4814,4814,0.131030612,0.45986728,0.1335505,0.05005566,0.011316659,0.464115144,-3829.423901,-0.002519888,0.409811621
4815,4815,0.126247813,0.479875059,0.135521779,0.065463344,0.012410039,0.468502739,-3828.987644,-0.009273966,0.414411715
4816,4816,0.131579296,0.476108679,0.134712271,0.064375966,0.011756653,0.444522409,-3829.168414,-0.003132975,0.411732713
4817,4817,0.127564763,0.460745949,0.135583989,0.047552316,0.00792469,0.421563598,-3828.082426,-0.008019226,0.413193632
4818,4818,0.129873998,0.444206794,0.139610106,0.035037908,0.00678473,0.42499321,-3827.203073,-0.009736108,0.409168886
4819,4819,0.134495347,0.454914744,0.137193978,0.045532162,0.008846027,0.422023153,-3827.357707,-0.002698631,0.409382582
4820,4820,0.135092097,0.447846967,0.137163346,0.052019498,0.008756993,0.422953385,-3825.611621,-0.002071249,0.395827469
4821,4821,0.136250192,0.443654607,0.136578124,0.049501412,0.009053618,0.424308526,-3825.985653,-0.000327931,0.394153195
4822,4822,0.136769912,0.449181759,0.139267346,0.043256637,0.006675878,0.42045674,-3826.661602,-0.002497434,0.405925122
4823,4823,0.1374297,0.457680596,0.143580955,0.044656364,0.006546279,0.428398069,-3827.387602,-0.006151254,0.413024233
4824,4824,0.141646795,0.471349904,0.142587539,0.050813993,0.006237241,0.430021029,-3828.641062,-0.000940743,0.420535911
4825,4825,0.146201858,0.467571362,0.151881,0.049383811,0.006477602,0.435059982,-3827.928345,-0.005679142,0.418187551
4826,4826,0.146320768,0.466723516,0.152957753,0.042921301,0.006878592,0.445956095,-3827.678243,-0.006636985,0.423802215
4827,4827,0.142463949,0.475424376,0.154457145,0.045556572,0.007991554,0.451128737,-3827.009834,-0.011993196,0.429867805
4828,4828,0.149521669,0.465842539,0.157741384,0.038911449,0.00833695,0.460131324,-3826.933603,-0.008219715,0.42693109
4829,4829,0.151241732,0.477639548,0.156459254,0.046314363,0.008435914,0.451652765,-3827.093062,-0.005217522,0.431325185
4830,4830,0.149831228,0.477828581,0.151930705,0.059078421,0.008198601,0.437012754,-3826.863223,-0.002099477,0.41875016
4831,4831,0.141927589,0.478734895,0.143323389,0.062379891,0.008879035,0.447785983,-3826.58414,-0.0013958,0.416355004
4832,4832,0.150501192,0.485225685,0.161929908,0.05726669,0.009201007,0.459805414,-3827.005882,-0.011428716,0.427958995
4833,4833,0.149467817,0.476671244,0.162047119,0.059760684,0.010924303,0.460207057,-3828.177417,-0.012579302,0.41691056
4834,4834,0.155008575,0.474581991,0.158972361,0.051625657,0.008613373,0.465203074,-3829.130634,-0.003963786,0.422956334
4835,4835,0.148580859,0.490170725,0.15379794,0.053204227,0.007868061,0.446112844,-3829.845176,-0.005217081,0.436966498
4836,4836,0.146522092,0.467481059,0.155060867,0.034900274,0.007761835,0.467725225,-3828.659956,-0.008538775,0.432580785
4837,4837,0.147412141,0.489841398,0.15032078,0.041512735,0.008002702,0.470347778,-3828.096819,-0.002908639,0.448328662
4838,4838,0.140392123,0.480174046,0.155807679,0.030239692,0.007781044,0.474119897,-3827.99239,-0.015415556,0.449934354
4839,4839,0.14705971,0.476331161,0.15888745,0.024121226,0.00832045,0.489863314,-3828.307402,-0.01182774,0.452209935
4840,4840,0.139516764,0.481656088,0.158375849,0.017930856,0.009104212,0.496894639,-3828.244167,-0.018859085,0.463725232
4841,4841,0.148122771,0.479800401,0.16371016,0.022647306,0.008891743,0.486868528,-3827.750783,-0.015587389,0.457153095
4842,4842,0.153295127,0.479438539,0.159373622,0.023083631,0.008780186,0.478933222,-3828.394297,-0.006078495,0.456354908
4843,4843,0.153388927,0.464209419,0.152395847,0.014905762,0.008595922,0.475694847,-3828.229938,0.00099308,0.449303658
4844,4844,0.138741701,0.464284023,0.144067336,0.024698583,0.010177892,0.467421676,-3827.767652,-0.005325635,0.439585439
4845,4845,0.132814311,0.448163553,0.1321198,0.006404857,0.007475578,0.469126104,-3827.934972,0.000694511,0.441758697
4846,4846,0.127978618,0.45844284,0.127782185,0.016913606,0.008531232,0.448214614,-3829.977972,0.000196434,0.441529235
4847,4847,0.128450492,0.434038601,0.134767573,0.010117489,0.007894644,0.454261271,-3826.894935,-0.006317081,0.423921112
4848,4848,0.119996019,0.445861217,0.123826646,0.006569522,0.008314561,0.467786316,-3826.408332,-0.003830628,0.439291695
4849,4849,0.122056189,0.448166319,0.12576002,0.005061042,0.009587586,0.479081465,-3826.42428,-0.003703831,0.443105277
4850,4850,0.115138672,0.447691536,0.113470142,0.003860157,0.009893525,0.483903381,-3828.101013,0.00166853,0.443831379
4851,4851,0.116366651,0.456558897,0.131167325,0.01024804,0.010677936,0.483500787,-3827.515718,-0.014800675,0.446310857
4852,4852,0.122497681,0.455830474,0.131572487,0.015890794,0.01177252,0.483722779,-3827.821934,-0.009074806,0.43993968
4853,4853,0.120326285,0.447320158,0.131770087,0.00183048,0.011908912,0.486258154,-3828.393707,-0.011443801,0.445489678
4854,4854,0.119802227,0.446862353,0.136198709,0.000849309,0.010672407,0.485466842,-3827.683762,-0.016396482,0.446013045
4855,4855,0.128631952,0.442966172,0.133389589,0.001062154,0.009577682,0.480244393,-3826.435776,-0.004757637,0.441904018
4856,4856,0.124602975,0.452192754,0.135288999,0.000373504,0.009520955,0.487808384,-3826.408982,-0.010686024,0.451819249
4857,4857,0.126215562,0.447742604,0.141878728,0.000368816,0.009352615,0.484705074,-3827.286498,-0.015663166,0.447373788
4858,4858,0.13883022,0.44867235,0.154302842,0.000244979,0.010059183,0.486521049,-3827.248811,-0.015472622,0.448427371
4859,4859,0.13847423,0.448823972,0.146430239,0.004785736,0.010180596,0.480899361,-3826.578072,-0.007956009,0.444038236
4860,4860,0.133295571,0.445780381,0.145523887,0.005361591,0.010266109,0.478625243,-3826.764818,-0.012228316,0.44041879
4861,4861,0.133654209,0.446524445,0.149166818,0.01134929,0.010618083,0.47652327,-3827.815446,-0.015512609,0.435175155
4862,4862,0.142534008,0.444319103,0.153902645,0.01260621,0.010676288,0.468649732,-3827.423103,-0.011368636,0.431712894
4863,4863,0.147225762,0.440696622,0.150101011,0.01470364,0.010125216,0.453168561,-3827.888883,-0.002875249,0.425992982
